,chrom,start,stop,gamb_colu,arab,gamb,colu
33,2R,3300001,3400000,0.6774808944879045,0.15285825427605987,0.3668032555566844,0.5950534502805152
34,2R,3400001,3500000,0.7150716178591795,0.15951101466728773,0.38873793789764405,0.6300918005657867
35,2R,3500001,3600000,0.6802531589151606,0.1475447532106189,0.37305283800949346,0.5973748133621554
36,2R,3600001,3700000,0.7354733803081757,0.18451402197702504,0.41372520823424,0.6537504286362178
37,2R,3700001,3800000,0.7344538171336527,0.17951770385094254,0.4157199779576957,0.6520177186215083
38,2R,3800001,3900000,0.7348994779517939,0.16481601694625714,0.40875263800955236,0.6550816394535155
39,2R,3900001,4000000,0.7355158730158731,0.16110470566684268,0.41578947368421054,0.6519005847953216
40,2R,4000001,4100000,0.6721066517242185,0.14470011047623574,0.3641404590133315,0.5841446615768953
41,2R,4100001,4200000,0.652819752855926,0.12853752700740267,0.3515326899963827,0.5629587276397624
42,2R,4200001,4300000,0.6995789264281689,0.15573321776419333,0.37345136655504346,0.6081031796027984
43,2R,4300001,4400000,0.7258471877539368,0.1769815295063588,0.3937693540948323,0.6335624711747524
44,2R,4400001,4500000,0.7493816691399902,0.18202550386856434,0.41319812498527786,0.6641697877652933
45,2R,4500001,4600000,0.7110676238744928,0.158743642891932,0.38435998636748425,0.6282061148429512
46,2R,4600001,4700000,0.723041501179992,0.14802372702178893,0.39428999021470096,0.6383583721867265
47,2R,4700001,4800000,0.6524137931034483,0.12225786482075525,0.3381499726327313,0.5633935413245758
48,2R,4800001,4900000,0.7070293434914589,0.14843674260785264,0.37942979584548536,0.6199154812213559
49,2R,4900001,5000000,0.7361479288978516,0.16730648206419133,0.40740620273544864,0.6510595391045553
50,2R,5000001,5100000,0.719409567526214,0.1575712785405889,0.39665181584987175,0.6313622249223707
51,2R,5100001,5200000,0.717277611090687,0.14888219438718883,0.40025852970126774,0.6317137672995505
52,2R,5200001,5300000,0.640911105409251,0.11805871779508688,0.33983345384992186,0.5512934151291082
53,2R,5300001,5400000,0.6186881544285303,0.11514163439983696,0.32126491488278397,0.5304606734111084
54,2R,5400001,5500000,0.6720810900784039,0.13909765578984568,0.36883128809706933,0.5836327528612262
55,2R,5500001,5600000,0.7115280491536995,0.14224018000798422,0.40183384731278987,0.6220250005885261
56,2R,5600001,5700000,0.6850654660023766,0.13632549866314647,0.3777186651694703,0.5987113935918541
57,2R,5700001,5800000,0.6620945428857361,0.12814268403157683,0.3546358980396774,0.5649732148113263
58,2R,5800001,5900000,0.6505470852017937,0.12524721375555503,0.33415844544095663,0.5547742899850523
59,2R,5900001,6000000,0.6873457643999336,0.14552482701106678,0.3732086537929508,0.5958169645327284
60,2R,6000001,6100000,0.6713108404699402,0.13140661543601737,0.35893187588759307,0.5807978654731678
61,2R,6100001,6200000,0.6525920168895797,0.13758010704942034,0.3429303884835338,0.5609173268992077
62,2R,6200001,6300000,0.6819024661598369,0.15643816995957885,0.3722070276284072,0.5896532542184313
63,2R,6300001,6400000,0.6758566817153163,0.13396217538577343,0.37245982240295916,0.5839795062664415
64,2R,6400001,6500000,0.6881777441141198,0.14841836926902163,0.37870352837215177,0.5980559237518147
65,2R,6500001,6600000,0.7109279166391875,0.17106406150734485,0.3960166194024929,0.621565653234848
66,2R,6600001,6700000,0.7028816846771959,0.1613301175426924,0.37809642560266,0.6137295649764478
67,2R,6700001,6800000,0.7317622874691961,0.17218293020563288,0.40201602417247656,0.6413755526110485
68,2R,6800001,6900000,0.704718925845451,0.1540328859982595,0.3886567496796479,0.6125355172990139
69,2R,6900001,7000000,0.7152545234544277,0.15442939176004905,0.3943073416439204,0.6219996060444044
70,2R,7000001,7100000,0.7116825489197643,0.15425977399346985,0.38610848427535704,0.617310443490701
71,2R,7100001,7200000,0.6679331495691475,0.12620152857879682,0.3480096352032581,0.5673222578161862
72,2R,7200001,7300000,0.6409894898743912,0.12407660095045406,0.3261168464962364,0.5435319615017129
73,2R,7300001,7400000,0.6986103420800303,0.15446273547342723,0.3672397261198968,0.6004294569665213
74,2R,7400001,7500000,0.7385785166570011,0.17472354926001404,0.40228107481152137,0.6354468715767768
75,2R,7500001,7600000,0.6960846535015989,0.15117635987201206,0.3698464617863158,0.5927331754827055
76,2R,7600001,7700000,0.6966914182539967,0.14559888545932767,0.35534670158194925,0.5921488443280601
77,2R,7700001,7800000,0.6921603470956128,0.15457990787709172,0.3654312155269899,0.5869354503704045
78,2R,7800001,7900000,0.7017625785992767,0.15267615827386943,0.35500266070090464,0.5867442794930551
79,2R,7900001,8000000,0.7159175229914779,0.16669782441053443,0.36372630584849236,0.5972387740876487
80,2R,8000001,8100000,0.7068807030917202,0.1469143489691435,0.3700311638230612,0.5995897136963881
81,2R,8100001,8200000,0.718046804680468,0.15482755963585526,0.3846920406326347,0.613004157558613
82,2R,8200001,8300000,0.6891603731674811,0.15720957048140674,0.35950688582852064,0.5829964460239894
83,2R,8300001,8400000,0.648699446215808,0.14673060960988657,0.3199865749286793,0.5357386586116238
84,2R,8400001,8500000,0.6839218000415259,0.15486234831422904,0.3571670546066507,0.576609950933788
85,2R,8500001,8600000,0.6810893383902233,0.16030043156528395,0.3402654867256637,0.575
86,2R,8600001,8700000,0.6873040752351097,0.15945453585383884,0.363533583431831,0.587183308494784
87,2R,8700001,8800000,0.693444126454436,0.15448450887693568,0.3759931048961867,0.5913987999867402
88,2R,8800001,8900000,0.6679954164228594,0.13020054958299185,0.36141993368441583,0.5608543007606788
89,2R,8900001,9000000,0.7130338099564822,0.14709974571798684,0.3916359810625986,0.6150471043948161
90,2R,9000001,9100000,0.6992448732818399,0.1388464642701931,0.3829676973570565,0.5974631690644819
91,2R,9100001,9200000,0.7074065703231982,0.15482160954187563,0.3929563795418589,0.6086522993472221
92,2R,9200001,9300000,0.6873941416757996,0.14472751687866015,0.3765816479027598,0.594512802630268
93,2R,9300001,9400000,0.7075259995656685,0.15039067314091345,0.3781820814130251,0.6096566368264845
94,2R,9400001,9500000,0.6882290028310789,0.1370654930628077,0.37751494180559925,0.5891915696759987
95,2R,9500001,9600000,0.6934130072262368,0.1567180708214513,0.3730822679266259,0.5883268482490273
96,2R,9600001,9700000,0.6880239838692561,0.17747575377713268,0.37052955534330895,0.5715536453358803
97,2R,9700001,9800000,0.7138201502430402,0.19311734232382205,0.3889748121961997,0.6039549270879364
98,2R,9800001,9900000,,,,
99,2R,9900001,10000000,,,,
100,2R,10000001,10100000,,,,
101,2R,10100001,10200000,0.6792760856383226,0.17417796365734065,0.361677317039041,0.570222491720696
102,2R,10200001,10300000,0.6911845318184083,0.13855781581384233,0.37504360392684505,0.588495207720802
103,2R,10300001,10400000,0.7664705882352941,0.17131152828849752,0.4320588235294118,0.6704152249134948
104,2R,10400001,10500000,0.7207569902584522,0.15429665343165058,0.40198945032986083,0.6279992359570373
105,2R,10500001,10600000,0.6865640135567778,0.13819738440311796,0.37332739149300465,0.5884298296020921
106,2R,10600001,10700000,0.7221738786488411,0.16165695156495072,0.38885938047396795,0.6250861708499553
107,2R,10700001,10800000,0.7393427668758066,0.17409673826936545,0.4066991500912206,0.6415253860187781
108,2R,10800001,10900000,0.6860000292855783,0.14660286545780166,0.35949511662981565,0.5809819454409676
109,2R,10900001,11000000,0.7344570660803713,0.17271509582764794,0.40243068278978866,0.6155246121900574
110,2R,11000001,11100000,0.7523351291521251,0.17943959918352198,0.4141338845028744,0.6398310349111691
111,2R,11100001,11200000,0.7409309708474752,0.16986404149903625,0.3945076075313916,0.6307346849230213
112,2R,11200001,11300000,0.7371034148704286,0.15613926865307645,0.40179220150157424,0.6216328947014343
113,2R,11300001,11400000,0.753799826071155,0.17490748286596036,0.40890152252638134,0.653050893656789
114,2R,11400001,11500000,0.689850893599335,0.15353952806292495,0.36923316708229426,0.5852815876974231
115,2R,11500001,11600000,0.6925284909814033,0.1530110714195232,0.37367275204028266,0.5854364562935575
116,2R,11600001,11700000,0.714644804962699,0.1490672963400236,0.38778004542991223,0.6157713284213682
117,2R,11700001,11800000,0.6920059372349449,0.137715580239696,0.37443454905286966,0.5978465743096786
118,2R,11800001,11900000,0.7001970584780821,0.1312247110782006,0.3884401059678703,0.6016156185156668
119,2R,11900001,12000000,0.6446993506414097,0.10237017627441639,0.33666369094933535,0.5385640737162634
120,2R,12000001,12100000,0.6700101460257119,0.12834871715650303,0.37140875640548143,0.5634511899104838
121,2R,12100001,12200000,0.7010962396430848,0.15517306363465042,0.39718291905672404,0.5925812619502868
122,2R,12200001,12300000,0.7354951230540663,0.16793000668071328,0.4151798979394096,0.6313674827207545
123,2R,12300001,12400000,0.7075562186933817,0.156667155640311,0.38432389546105844,0.6112709746941869
124,2R,12400001,12500000,0.7313018039980498,0.16311993702227076,0.4066796684544125,0.6381155533885909
125,2R,12500001,12600000,0.7649137365652564,0.19442421299668206,0.4386251388647223,0.6762946207487318
126,2R,12600001,12700000,0.6927570539498301,0.1381016527641055,0.3752688582591985,0.5982843979484047
127,2R,12700001,12800000,0.693374078640191,0.13738854088694533,0.3795215486714057,0.6002675550192798
128,2R,12800001,12900000,0.69492209695266,0.1415923989099212,0.3707048655761237,0.6018421603516851
129,2R,12900001,13000000,0.6548554502949744,0.13511775483213415,0.34843700276615014,0.5556167535678441
130,2R,13000001,13100000,0.6985128983308042,0.1346489113097667,0.3881153262518968,0.6020273141122914
131,2R,13100001,13200000,0.7151265107280631,0.1555738546179275,0.40636108294581774,0.6241972891390744
132,2R,13200001,13300000,0.7150869796966614,0.15479356524000332,0.39054852934050494,0.6218442603091534
133,2R,13300001,13400000,0.7135508779230387,0.15173901747489466,0.38511865543110124,0.6181179272000092
134,2R,13400001,13500000,0.7007749885677153,0.16000971087039456,0.37335435269200223,0.5994729115020819
135,2R,13500001,13600000,0.7213407713299042,0.18546790391450585,0.38446955975754066,0.6258784322248786
136,2R,13600001,13700000,0.756444120593861,0.1896711587557633,0.4309265741090133,0.6626546784120334
137,2R,13700001,13800000,0.7358029869526791,0.1773684521000472,0.39613823269469867,0.6349895891067603
138,2R,13800001,13900000,0.67588997203139,0.14853129853467487,0.3672169875363185,0.5745241263203628
139,2R,13900001,14000000,0.6732893612217581,0.12802425317953267,0.3700269315744489,0.5674498863068265
140,2R,14000001,14100000,0.6883688975105076,0.13791092037831756,0.3773574738657183,0.5905135251643496
141,2R,14100001,14200000,0.7426139343490714,0.14661277956101934,0.423301910896548,0.6479431975579253
142,2R,14200001,14300000,0.750760906323977,0.1602363960749331,0.42558819266631237,0.6623025266921108
143,2R,14300001,14400000,0.7435445153247304,0.16953712177940483,0.4061882468402276,0.6525642895982812
144,2R,14400001,14500000,0.7546604164395508,0.1779756856092734,0.4175842145426796,0.665976234601548
145,2R,14500001,14600000,0.7319817635076147,0.15718087072215242,0.4177417790280338,0.6428727325637792
146,2R,14600001,14700000,0.7236636764755414,0.15098176637521973,0.4126351480313016,0.6359676206087416
147,2R,14700001,14800000,0.7057161486633341,0.1422137476018904,0.3932669099394868,0.6119951040391677
148,2R,14800001,14900000,0.7120419526090898,0.15037467916887004,0.3989900297811731,0.6189434157710734
149,2R,14900001,15000000,0.748372220984921,0.15877400856256302,0.4271265933893176,0.6595616459891787
150,2R,15000001,15100000,0.7043000247502182,0.15730337078651685,0.37800096395586646,0.6112913100681282
151,2R,15100001,15200000,0.7033044941119924,0.14503218857856215,0.38661379476087476,0.6053713049747657
152,2R,15200001,15300000,0.6882439345590843,0.14790212414621332,0.38267993719292914,0.5927164058147192
153,2R,15300001,15400000,0.7399000416493128,0.15810673375441603,0.4120288421491045,0.645317055393586
154,2R,15400001,15500000,0.7477232584649689,0.16498569338529462,0.41453607085144495,0.6535845369477258
155,2R,15500001,15600000,0.7318206349578806,0.16710773228119136,0.4061759391792008,0.6371518408146983
156,2R,15600001,15700000,0.7400882976560458,0.15208543043459233,0.4006070463853147,0.6480002323622528
157,2R,15700001,15800000,0.7129133180586409,0.1394171341637349,0.4000535001919029,0.6158802526139496
158,2R,15800001,15900000,0.752345699258513,0.16674767309047608,0.42913704037765465,0.6572057772727805
159,2R,15900001,16000000,0.726517529215359,0.15114957375355206,0.41087145242070117,0.6254290484140234
160,2R,16000001,16100000,0.7072747993731896,0.13968021686718085,0.38814758535543,0.6083028633838264
161,2R,16100001,16200000,0.7357915425988913,0.14817358199604838,0.40383913754751843,0.6271964409712005
162,2R,16200001,16300000,0.7504841465730017,0.1639232988291193,0.4169989241187267,0.6483766850199354
163,2R,16300001,16400000,0.7262935636165215,0.14930053654114708,0.4029204526582999,0.6226305425731299
164,2R,16400001,16500000,0.6769920710141242,0.1272295869583181,0.36608567003398135,0.5784576619894126
165,2R,16500001,16600000,0.6577310132857426,0.11747236855696726,0.34664386278009124,0.5586332540154669
166,2R,16600001,16700000,0.688585686311667,0.13059077698618862,0.3749984208199103,0.5910428905312362
167,2R,16700001,16800000,0.7607200022464968,0.16017479421030473,0.4292774704445256,0.6714498329167954
168,2R,16800001,16900000,0.6895058056841398,0.13777269073021842,0.38674390338514053,0.5973389536838294
169,2R,16900001,17000000,0.7250707952277053,0.14262635861495515,0.400155517385451,0.6326307970846293
170,2R,17000001,17100000,0.7364159669923803,0.14811679099354721,0.4087465755703686,0.6421845365512805
171,2R,17100001,17200000,0.7457573035832467,0.1601415377234017,0.4129715420251489,0.6537534272478018
172,2R,17200001,17300000,0.6803378864126528,0.1391520843903763,0.36589983225497247,0.5764318236280853
173,2R,17300001,17400000,0.6560863442327157,0.14216003359093954,0.3488315803371034,0.5424789860493773
174,2R,17400001,17500000,0.6937876646082881,0.14773693936816168,0.38110259653299605,0.5900602633732609
175,2R,17500001,17600000,0.7149056160413566,0.16320768662232077,0.3826270854546879,0.6177018876791729
176,2R,17600001,17700000,0.6951635033158015,0.14175405036567015,0.3655842670935285,0.5985364738166019
177,2R,17700001,17800000,0.6732217251272355,0.12237471407777084,0.35001593879502707,0.5665637057148825
178,2R,17800001,17900000,0.7221267482748592,0.14425356682334345,0.3919572746741401,0.60259630383629
179,2R,17900001,18000000,0.7322940268055415,0.15861740222294562,0.41566624959137893,0.6294455153134264
180,2R,18000001,18100000,0.6658485977555164,0.1223515742470497,0.35799067401441287,0.5601057539992415
181,2R,18100001,18200000,0.7102866820480094,0.1408325495703261,0.3870698542045064,0.6121938049187571
182,2R,18200001,18300000,0.701310511498119,0.1329360848021075,0.3955701721603508,0.6064230012208187
183,2R,18300001,18400000,0.6963549003823707,0.13541189057007488,0.394646810223385,0.593026765948883
184,2R,18400001,18500000,0.6593037639158862,0.11819066876357373,0.3579254285209401,0.5538375449137067
185,2R,18500001,18600000,0.6046194818423927,0.10804525848596612,0.3107350179796517,0.49433610289515345
186,2R,18600001,18700000,0.6515080664016835,0.12783066493581421,0.34339490296937103,0.5488309562777648
187,2R,18700001,18800000,0.7114694699705605,0.15006708765710206,0.3881360174491365,0.6099927295264657
188,2R,18800001,18900000,0.7489003393238658,0.17845474267492617,0.41516903355536006,0.6451677768003016
189,2R,18900001,19000000,0.7295621653472703,0.17590242251467697,0.39016985627545925,0.6318115440780878
190,2R,19000001,19100000,0.6268930119520467,0.11793147669965166,0.3180985545096759,0.5117072020603225
191,2R,19100001,19200000,0.7181014561037445,0.1555499362076298,0.3958066904489466,0.6146036660608916
192,2R,19200001,19300000,0.7078343174131908,0.15308599760642844,0.383221903496925,0.6059401962206868
193,2R,19300001,19400000,0.7171628510965756,0.16587398872272616,0.3927231627549057,0.6089120815698346
194,2R,19400001,19500000,0.7134531845218205,0.15312987119534005,0.38420102920537325,0.6093564124841275
195,2R,19500001,19600000,0.6790364886467695,0.14150829744300214,0.35326162871909483,0.5751889618351415
196,2R,19600001,19700000,0.6947678746910455,0.1574093142302374,0.3609481552068134,0.585658556922069
197,2R,19700001,19800000,0.6959719298245614,0.1607405188766705,0.3726315789473684,0.5783719298245614
198,2R,19800001,19900000,0.6922256612999714,0.15911428162303598,0.3612115379613494,0.5852472234504643
199,2R,19900001,20000000,0.691865392388229,0.15690460844344184,0.36713300389845754,0.585342321081659
200,2R,20000001,20100000,0.6907350915174179,0.16115790395854973,0.3671029324936036,0.5761661090336548
201,2R,20100001,20200000,0.6921582660259687,0.15870914841279138,0.35216803553374454,0.5820468254779675
202,2R,20200001,20300000,0.6793349168646081,0.1479945597098512,0.35474196844437955,0.5713849706073595
203,2R,20300001,20400000,0.6640932563014469,0.13337870477868075,0.3401503144332532,0.5533641801728104
204,2R,20400001,20500000,0.6711658596552849,0.13421985356893384,0.35199076745527985,0.5604004114503626
205,2R,20500001,20600000,0.6687544533063645,0.12410261319038958,0.3634357689567196,0.5718619992185165
206,2R,20600001,20700000,0.704596487395162,0.13531569460375883,0.39206690213499373,0.6107854203837891
207,2R,20700001,20800000,0.6839534215459558,0.1274585287324141,0.38056403169086356,0.5889902984359819
208,2R,20800001,20900000,0.681512088759321,0.12145778205436612,0.3760585946440833,0.5792003469419715
209,2R,20900001,21000000,0.6559514616657474,0.11638159452481087,0.3555984555984556,0.5558521787093216
210,2R,21000001,21100000,0.6731725766153988,0.13335050460111925,0.376945469548674,0.5741857106837509
211,2R,21100001,21200000,0.739863350642252,0.15767821414922556,0.4110412681060399,0.6488767422793112
212,2R,21200001,21300000,0.7158857789620128,0.15850590993455113,0.39828809922422126,0.6248202032587422
213,2R,21300001,21400000,0.7123814742459618,0.15425479707513373,0.4009029399151856,0.6211583361128318
214,2R,21400001,21500000,0.6992453641086575,0.15045986132611777,0.3725904109415884,0.6027353971002768
215,2R,21500001,21600000,0.6797981088678763,0.14476112364158294,0.36771019677996425,0.5745719396882187
216,2R,21600001,21700000,0.7421820880752102,0.16105546995377504,0.419470559129144,0.6507050964868877
217,2R,21700001,21800000,0.7204526258547478,0.13859130868064207,0.3903897997200014,0.6224993925649955
218,2R,21800001,21900000,0.6481557490709413,0.10950346018820732,0.3474735148926729,0.5431915247656554
219,2R,21900001,22000000,0.6548104956268221,0.11373290891172105,0.34443038670994003,0.5600528081852687
220,2R,22000001,22100000,0.6140875133404482,0.11363218249831361,0.3177635479663228,0.5173722281513103
221,2R,22100001,22200000,0.6722766540244416,0.13589921900074892,0.36085651074589126,0.5783686262115466
222,2R,22200001,22300000,0.7024290277861491,0.14020400898523327,0.37884395153999156,0.6011210897474535
223,2R,22300001,22400000,0.6660626793842229,0.12845141538863336,0.3524048357637782,0.5677963644797495
224,2R,22400001,22500000,0.6764941270625897,0.12969129800680604,0.3585434173669468,0.5862580326248147
225,2R,22500001,22600000,0.7482993993747878,0.16385069713400466,0.42617461451101146,0.6554190912177589
226,2R,22600001,22700000,0.70532469952483,0.15122612534792207,0.390186807043697,0.6096850833876829
227,2R,22700001,22800000,0.7106985289947942,0.1540130663459044,0.3914325571900058,0.6138979936713885
228,2R,22800001,22900000,0.7088954612672052,0.15709791816393134,0.386770560800819,0.6108520077351837
229,2R,22900001,23000000,0.7201514067440626,0.1597412826081768,0.38949154107138734,0.6195097745055046
230,2R,23000001,23100000,0.6962685985822232,0.16146159374927546,0.3750542516609355,0.5933851923569147
231,2R,23100001,23200000,0.6401346151738049,0.13681844630286713,0.33043201824101376,0.546726154588207
232,2R,23200001,23300000,0.7110361827400794,0.15993870075502728,0.38578745034931095,0.6042121664942463
233,2R,23300001,23400000,0.7089683773976153,0.1622812822616936,0.37065837221358217,0.609253499222395
234,2R,23400001,23500000,0.7170158955403225,0.16561787936388,0.3731160523213897,0.6154400741563004
235,2R,23500001,23600000,0.7297906351990409,0.17432952405162752,0.37387047356852643,0.6316245198818854
236,2R,23600001,23700000,0.726935685760267,0.16063672290807648,0.3855039637599094,0.6344400071526495
237,2R,23700001,23800000,0.7048316612297655,0.15569882162953244,0.38000861697544164,0.6042346279313104
238,2R,23800001,23900000,0.7128599476439791,0.1566796931538573,0.3854595175766642,0.6159311892296185
239,2R,23900001,24000000,0.7589209665127539,0.1789262792512609,0.4239812614874255,0.6689604160129108
240,2R,24000001,24100000,0.7377084490596411,0.16988471938896532,0.4004829329675437,0.6450669417646325
241,2R,24100001,24200000,0.7202295216347562,0.16639873340640604,0.3948943146554248,0.627647988758124
242,2R,24200001,24300000,0.707192447239903,0.1548013032658611,0.3869157470528417,0.6090166095438967
243,2R,24300001,24400000,0.6921495567261982,0.14849423898347672,0.3606812049571911,0.587609358391833
244,2R,24400001,24500000,0.6885365126676602,0.15490488945945613,0.35346646795827125,0.5802563338301043
245,2R,24500001,24600000,0.7028361320473758,0.16180269047813842,0.36693317449772056,0.5944079173443907
246,2R,24600001,24700000,0.7210182075304932,0.17715390884431523,0.3806139885687349,0.6131872016970126
247,2R,24700001,24800000,0.7148476369979279,0.16765386959171236,0.365472190679107,0.6075672258578101
248,2R,24800001,24900000,0.6479757692860034,0.1467386308421647,0.3063697011632309,0.5452171756073998
249,2R,24900001,25000000,0.6796127434425306,0.14725845863446546,0.34211415062478895,0.5864134989430497
250,2R,25000001,25100000,0.7103440380101895,0.15247420262664166,0.36589386913961874,0.6134752991012651
251,2R,25100001,25200000,0.5989110707803993,0.108076743570014,0.29580124589199,0.4916613528228773
252,2R,25200001,25300000,0.6640478047437721,0.12395637107839717,0.346641739688948,0.555546634858008
253,2R,25300001,25400000,0.7219475771151964,0.16285347380559267,0.38485503887944794,0.6257660023688141
254,2R,25400001,25500000,0.7284155422841554,0.16641427317035926,0.38146673548133403,0.6305758313057583
255,2R,25500001,25600000,0.7089005362645896,0.1546467384546517,0.368979156050569,0.6140836184513844
256,2R,25600001,25700000,0.6631715167402197,0.13296231051468196,0.3562508986738339,0.5608388359823473
257,2R,25700001,25800000,0.6967771784513305,0.14759064548069215,0.36523054007086597,0.5996073032566747
258,2R,25800001,25900000,0.6874552223905664,0.16679790349171977,0.3522309526326298,0.5912641086172674
259,2R,25900001,26000000,0.6932298120937761,0.17223334431463977,0.3600060696492249,0.5954831693685035
260,2R,26000001,26100000,0.6867860258380758,0.16386023390132468,0.37009651199822763,0.5906478904443428
261,2R,26100001,26200000,0.7120006441137398,0.1747600649838223,0.38783698554769797,0.618027133291287
262,2R,26200001,26300000,0.6722794467734257,0.14791179782764008,0.35533543135182843,0.5798659900363476
263,2R,26300001,26400000,0.6616483936071565,0.12488827286034432,0.3516882125129548,0.5596601756395571
264,2R,26400001,26500000,0.6744227227652642,0.142440101107195,0.35441752845067764,0.5727912357746612
265,2R,26500001,26600000,0.7116250158277025,0.16399962012393457,0.3852750566919526,0.6134126828819081
266,2R,26600001,26700000,0.7025604013346269,0.16368610869294864,0.38410752739061504,0.6066400056792636
267,2R,26700001,26800000,0.6488809552382095,0.12051359822060459,0.34009360374414976,0.531921276851074
268,2R,26800001,26900000,0.6208748246441138,0.10770250933584616,0.31854977807418994,0.5082905963250006
269,2R,26900001,27000000,0.6456949300699301,0.12051593459730563,0.34521416083916084,0.5284637237762237
270,2R,27000001,27100000,0.6200616572864212,0.11729669097027481,0.3372280551624264,0.5073341451908414
271,2R,27100001,27200000,0.6424531981279251,0.12894545860548204,0.3501581729935864,0.5191107644305772
272,2R,27200001,27300000,0.6171251158687082,0.12845565837117076,0.3221205928010632,0.4946225751331792
273,2R,27300001,27400000,0.6282432938037837,0.14528142262329347,0.3428334390708116,0.5010004392172173
274,2R,27400001,27500000,0.6467530452323687,0.1575195879280325,0.35958957250368534,0.5210062844285825
275,2R,27500001,27600000,0.6260760140064197,0.14544669114592854,0.3412605777648089,0.49354391596148234
276,2R,27600001,27700000,0.6034564122186085,0.12424554496747534,0.32760665773866465,0.4847905108092596
277,2R,27700001,27800000,0.6116606980344881,0.11952149911836904,0.3331678663026392,0.4933399520145611
278,2R,27800001,27900000,0.5760262762594445,0.10075064100332974,0.30908234872093804,0.45189785440441227
279,2R,27900001,28000000,0.55646296503184,0.09983477228828745,0.29051502625404985,0.4371019997765613
280,2R,28000001,28100000,0.5520844864613546,0.09974462627257423,0.2896915889919632,0.4279230411583678
281,2R,28100001,28200000,0.5437961210325625,0.09835540961709706,0.27022467286643076,0.4218171343922311
282,2R,28200001,28300000,0.5745823861387258,0.10856732794740619,0.3052737533787987,0.4415566789943338
283,2R,28300001,28400000,0.5579480469675265,0.09440897659121687,0.29095277304668554,0.43274642724206774
284,2R,28400001,28500000,0.5579132099553287,0.08867884092626639,0.29499042756860244,0.43747151062084055
285,2R,28500001,28600000,0.5642861645130791,0.08919046224745707,0.3070532618972581,0.43514654900724864
286,2R,28600001,28700000,0.5939468257064824,0.10220725519168872,0.3321331029485536,0.4612228972743994
287,2R,28700001,28800000,0.581133708351363,0.10599739883683836,0.3053785070228168,0.4500801104003181
